Id,Hero,Power
1801,Exodus,Astral Projection
1802,Exodus,Psionic Powers
1803,Exodus,Mind Blast
1804,Exodus,Regeneration
1805,Exodus,Illusions
1806,Exodus,Resurrection
1807,Fabian Cortez,Power Augmentation
1808,Falcon,Flight
1809,Falcon,Telepathy
1810,Falcon,Animal Oriented Powers
1811,Falcon,Gliding
1812,Fallen One II,Accelerated Healing
1813,Fallen One II,Durability
1814,Fallen One II,Energy Absorption
1815,Fallen One II,Flight
1816,Fallen One II,Super Strength
1817,Fallen One II,Telepathy
1818,Fallen One II,Energy Blasts
1819,Fallen One II,Size Changing
1820,Fallen One II,Super Speed
1821,Fallen One II,Darkforce Manipulation
1822,Fallen One II,Enhanced Senses
1823,Fallen One II,Phasing
1824,Fallen One II,Invulnerability
1825,Fallen One II,Self-Sustenance
1826,Fallen One II,Gravity Control
1827,Fallen One II,Energy Manipulation
1828,Fallen One II,Time Travel
1829,Fallen One II,Illusions
1830,Faora,Accelerated Healing
1831,Faora,Durability
1832,Faora,Energy Absorption
1833,Faora,Flight
1834,Faora,Longevity
1835,Faora,Intelligence
1836,Faora,Super Strength
1837,Faora,Stamina
1838,Faora,Super Speed
1839,Faora,Enhanced Senses
1840,Faora,Jump
1841,Faora,Invulnerability
1842,Faora,Enhanced Hearing
1843,Faora,Hypnokinesis
1844,Faora,Vision - Telescopic
1845,Faora,Vision - Microscopic
1846,Faora,Super Breath
1847,Faora,Vision - Heat
1848,Faora,Vision - X-Ray
1849,Feral,Agility
1850,Feral,Accelerated Healing
1851,Feral,Super Strength
1852,Feral,Super Speed
1853,Feral,Animal Oriented Powers
1854,Feral,Enhanced Senses
1855,Feral,Jump
1856,Feral,Reflexes
1857,Feral,Natural Weapons
1858,Fighting Spirit,Flight
1859,Fighting Spirit,Super Strength
1860,Fighting Spirit,Invulnerability
1861,Fin Fang Foom,Accelerated Healing
1862,Fin Fang Foom,Durability
1863,Fin Fang Foom,Flight
1864,Fin Fang Foom,Longevity
1865,Fin Fang Foom,Super Strength
1866,Fin Fang Foom,Telepathy
1867,Fin Fang Foom,Stamina
1868,Fin Fang Foom,Possession
1869,Fin Fang Foom,Shapeshifting
1870,Fin Fang Foom,Substance Secretion
1871,Firebird,Flight
1872,Firebird,Energy Blasts
1873,Firebird,Immortality
1874,Firebird,Fire Control
1875,Firebird,Fire Resistance
1876,Firebird,Energy Manipulation
1877,Firebird,Heat Resistance
1878,Firelord,Durability
1879,Firelord,Flight
1880,Firelord,Energy Blasts
1881,Firelord,Fire Control
1882,Firelord,Energy Manipulation
1883,Firelord,Heat Resistance
1884,Firestar,Flight
1885,Firestar,Energy Blasts
1886,Firestar,Enhanced Senses
1887,Firestar,Heat Generation
1888,Firestar,Energy Manipulation
1889,Firestar,Energy Resistance
1890,Firestorm,Durability
1891,Firestorm,Energy Absorption
1892,Firestorm,Flight
1893,Firestorm,Super Strength
1894,Firestorm,Energy Blasts
1895,Firestorm,Density Control
1896,Firestorm,Shapeshifting
1897,Firestorm,Phasing
1898,Firestorm,Fire Control
1899,Firestorm,Enhanced Memory
1900,Firestorm,Energy Constructs
1901,Firestorm,Self-Sustenance
1902,Firestorm,Psionic Powers
1903,Firestorm,Molecular Manipulation
1904,Firestorm,Heat Generation
1905,Firestorm,Regeneration
1906,Firestorm,Energy Manipulation
1907,Firestorm,Heat Resistance
1908,Firestorm,Vision - Telescopic
1909,Firestorm,Vision - Microscopic
1910,Firestorm,Vision - X-Ray
1911,Firestorm,Vision - Thermal
1912,Flash,Accelerated Healing
1913,Flash,Energy Absorption
1914,Flash,Flight
1915,Flash,Longevity
1916,Flash,Stamina
1917,Flash,Super Speed
1918,Flash,Enhanced Senses
1919,Flash,Phasing
1920,Flash,Reflexes
1921,Flash,Energy Constructs
1922,Flash,Self-Sustenance
1923,Flash Gordon,Marksmanship
1924,Flash II,Agility
1925,Flash II,Accelerated Healing
1926,Flash II,Energy Absorption
1927,Flash II,Flight
1928,Flash II,Longevity
1929,Flash II,Energy Blasts
1930,Flash II,Stamina
1931,Flash II,Super Speed
1932,Flash II,Enhanced Senses
1933,Flash II,Phasing
1934,Flash II,Reflexes
1935,Flash II,Energy Constructs
1936,Flash II,Self-Sustenance
1937,Flash II,Time Travel
1938,Flash II,Speed Force
1939,Flash III,Accelerated Healing
1940,Flash III,Flight
1941,Flash III,Longevity
1942,Flash III,Super Strength
1943,Flash III,Stamina
1944,Flash III,Super Speed
1945,Flash III,Enhanced Senses
1946,Flash III,Dimensional Travel
1947,Flash III,Phasing
1948,Flash III,Reflexes
1949,Flash III,Energy Constructs
1950,Flash III,Self-Sustenance
1951,Flash III,Power Absorption
1952,Flash III,Time Travel
1953,Flash IV,Accelerated Healing
1954,Flash IV,Super Speed
1955,Flash IV,Dimensional Travel
1956,Flash IV,Enhanced Memory
1957,Flash IV,Reflexes
1958,Flash IV,Energy Constructs
1959,Flash IV,Time Travel
1960,Forge,Intelligence
1961,Forge,Magic
1962,Franklin Richards,Agility
1963,Franklin Richards,Dimensional Awareness
1964,Franklin Richards,Durability
1965,Franklin Richards,Flight
1966,Franklin Richards,Longevity
1967,Franklin Richards,Intelligence
1968,Franklin Richards,Super Strength
1969,Franklin Richards,Telepathy
1970,Franklin Richards,Energy Blasts
1971,Franklin Richards,Duplication
1972,Franklin Richards,Stamina
1973,Franklin Richards,Super Speed
1974,Franklin Richards,Teleportation
1975,Franklin Richards,Telekinesis
1976,Franklin Richards,Immortality
1977,Franklin Richards,Astral Projection
1978,Franklin Richards,Invulnerability
1979,Franklin Richards,Force Fields
1980,Franklin Richards,Animation
1981,Franklin Richards,Precognition
1982,Franklin Richards,Molecular Manipulation
1983,Franklin Richards,Energy Manipulation
1984,Franklin Richards,Time Travel
1985,Franklin Richards,Illusions
1986,Franklin Richards,Omnipotent
1987,Franklin Richards,Telepathy Resistance
1988,Franklin Richards,Time Manipulation
1989,Franklin Richards,Grim Reaping
1990,Franklin Richards,Reality Warping
1991,Frenzy,Cold Resistance
1992,Frenzy,Super Strength
1993,Frenzy,Stamina
1994,Frenzy,Invulnerability
1995,Frenzy,Heat Resistance
1996,Frigga,Super Strength
1997,Frigga,Magic
1998,Galactus,Accelerated Healing
1999,Galactus,Dimensional Awareness
2000,Galactus,Durability
2001,Galactus,Energy Absorption
2002,Galactus,Flight
2003,Galactus,Marksmanship
2004,Galactus,Longevity
2005,Galactus,Intelligence
2006,Galactus,Super Strength
2007,Galactus,Telepathy
2008,Galactus,Energy Blasts
2009,Galactus,Size Changing
2010,Galactus,Stamina
2011,Galactus,Super Speed
2012,Galactus,Teleportation
2013,Galactus,Telekinesis
2014,Galactus,Energy Beams
2015,Galactus,Dimensional Travel
2016,Galactus,Immortality
2017,Galactus,Invulnerability
2018,Galactus,Force Fields
2019,Galactus,Psionic Powers
2020,Galactus,Molecular Manipulation
2021,Galactus,Regeneration
2022,Galactus,Levitation
2023,Galactus,Energy Manipulation
2024,Galactus,Power Cosmic
2025,Galactus,Toxin and Disease Resistance
2026,Galactus,Portal Creation
2027,Galactus,Grim Reaping
2028,Galactus,Resurrection
2029,Galactus,Vitakinesis
2030,Gambit,Agility
2031,Gambit,Telekinesis
2032,Gambit,Psionic Powers
2033,Gambit,Energy Manipulation
2034,Gambit,Telepathy Resistance
2035,Gamora,Agility
2036,Gamora,Accelerated Healing
2037,Gamora,Durability
2038,Gamora,Stealth
2039,Gamora,Marksmanship
2040,Gamora,Weapons Master
2041,Gamora,Intelligence
2042,Gamora,Super Strength
2043,Gamora,Stamina
2044,Gamora,Super Speed
2045,Gamora,Enhanced Senses
2046,Gamora,Reflexes
2047,Gamora,Telepathy Resistance
2048,Garbage Man,Accelerated Healing
2049,Gary Bell,Intelligence
2050,Gary Bell,Enhanced Senses
2051,General Zod,Accelerated Healing
2052,General Zod,Durability
2053,General Zod,Energy Absorption
2054,General Zod,Flight
2055,General Zod,Longevity
2056,General Zod,Intelligence
2057,General Zod,Super Strength
2058,General Zod,Stamina
2059,General Zod,Super Speed
2060,General Zod,Enhanced Senses
2061,General Zod,Jump
2062,General Zod,Invulnerability
2063,General Zod,Enhanced Hearing
2064,General Zod,Hypnokinesis
2065,General Zod,Vision - Telescopic
2066,General Zod,Vision - Microscopic
2067,General Zod,Super Breath
2068,General Zod,Vision - Heat
2069,General Zod,Vision - X-Ray
2070,Genesis,Projection
2071,Genesis,Psionic Powers
2072,Ghost Rider,Agility
2073,Ghost Rider,Accelerated Healing
2074,Ghost Rider,Durability
2075,Ghost Rider,Marksmanship
2076,Ghost Rider,Longevity
2077,Ghost Rider,Super Strength
2078,Ghost Rider,Energy Blasts
2079,Ghost Rider,Stamina
2080,Ghost Rider,Super Speed
2081,Ghost Rider,Weapon-based Powers
2082,Ghost Rider,Magic
2083,Ghost Rider,Shapeshifting
2084,Ghost Rider,Fire Control
2085,Ghost Rider,Invulnerability
2086,Ghost Rider,Psionic Powers
2087,Ghost Rider,Fire Resistance
2088,Ghost Rider,Heat Generation
2089,Ghost Rider,Heat Resistance
2090,Ghost Rider,Magic Resistance
2091,Ghost Rider II,Durability
2092,Ghost Rider II,Super Strength
2093,Ghost Rider II,Fire Control
2094,Ghost Rider II,Fire Resistance
2095,Ghost Rider II,Heat Resistance
2096,Giganta,Durability
2097,Giganta,Intelligence
2098,Giganta,Super Strength
2099,Giganta,Size Changing
2100,Gladiator,Agility
2101,Gladiator,Accelerated Healing
2102,Gladiator,Flight
2103,Gladiator,Longevity
2104,Gladiator,Super Strength
2105,Gladiator,Stamina
2106,Gladiator,Super Speed
2107,Gladiator,Reflexes
2108,Gladiator,Invulnerability
2109,Gladiator,Enhanced Hearing
2110,Gladiator,Enhanced Smell
2111,Gladiator,Telepathy Resistance
2112,Gladiator,Vision - Microscopic
2113,Gladiator,Super Breath
2114,Gladiator,Vision - Heat
2115,Goblin Queen,Telepathy
2116,Goblin Queen,Telekinesis
2117,Goblin Queen,Summoning
2118,Godzilla,Agility
2119,Godzilla,Durability
2120,Godzilla,Energy Absorption
2121,Godzilla,Danger Sense
2122,Godzilla,Longevity
2123,Godzilla,Super Strength
2124,Godzilla,Energy Blasts
2125,Godzilla,Stamina
2126,Godzilla,Energy Beams
2127,Godzilla,Immortality
2128,Godzilla,Invulnerability
2129,Godzilla,Enhanced Hearing
2130,Godzilla,Natural Armor
2131,Godzilla,Enhanced Sight
2132,Godzilla,Heat Resistance
2133,Godzilla,Natural Weapons
2134,Godzilla,Enhanced Smell
2135,Godzilla,Sub-Mariner
2136,Gog,Agility
2137,Gog,Super Strength
2138,Gog,Natural Weapons
2139,Goku,Agility
2140,Goku,Accelerated Healing
2141,Goku,Flight
2142,Goku,Danger Sense
2143,Goku,Marksmanship
2144,Goku,Weapons Master
2145,Goku,Longevity
2146,Goku,Super Strength
2147,Goku,Telepathy
2148,Goku,Energy Blasts
2149,Goku,Duplication
2150,Goku,Stamina
2151,Goku,Super Speed
2152,Goku,Electrokinesis
2153,Goku,Teleportation
2154,Goku,Jump
2155,Goku,Shapeshifting
2156,Goku,Immortality
2157,Goku,Invulnerability
2158,Goku,Energy Constructs
2159,Goku,Force Fields
2160,Goku,Levitation
2161,Goku,Energy Manipulation
2162,Goku,Enhanced Smell
2163,Goku,Radar Sense
2164,Goliath IV,Super Strength
2165,Goliath IV,Size Changing
2166,Gorilla Grodd,Agility
2167,Gorilla Grodd,Durability
2168,Gorilla Grodd,Animal Attributes
2169,Gorilla Grodd,Intelligence
2170,Gorilla Grodd,Super Strength
2171,Gorilla Grodd,Telepathy
2172,Gorilla Grodd,Energy Blasts
2173,Gorilla Grodd,Telekinesis
2174,Gorilla Grodd,Mind Control
2175,Gorilla Grodd,Enhanced Hearing
2176,Gorilla Grodd,Animal Control
2177,Gorilla Grodd,Molecular Manipulation
2178,Gorilla Grodd,Natural Weapons
2179,Granny Goodness,Durability
2180,Granny Goodness,Super Strength
2181,Gravity,Flight
2182,Gravity,Energy Blasts
2183,Gravity,Force Fields
2184,Gravity,Molecular Manipulation
2185,Gravity,Gravity Control
2186,Greedo,Weapons Master
2187,Green Arrow,Agility
2188,Green Arrow,Stealth
2189,Green Arrow,Marksmanship
2190,Green Arrow,Weapons Master
2191,Green Arrow,Stamina
2192,Green Arrow,Peak Human Condition
2193,Green Goblin,Agility
2194,Green Goblin,Accelerated Healing
2195,Green Goblin,Durability
2196,Green Goblin,Marksmanship
2197,Green Goblin,Intelligence
2198,Green Goblin,Super Strength
2199,Green Goblin,Stamina
2200,Green Goblin,Super Speed
2201,Green Goblin,Reflexes
2202,Green Goblin,Insanity
2203,Green Goblin II,Accelerated Healing
2204,Green Goblin II,Durability
2205,Green Goblin II,Intelligence
2206,Green Goblin II,Super Strength
2207,Green Goblin II,Stamina
2208,Green Goblin II,Super Speed
2209,Green Goblin II,Reflexes
2210,Green Goblin II,Insanity
2211,Green Goblin III,Durability
2212,Green Goblin III,Super Strength
2213,Green Goblin IV,Durability
2214,Green Goblin IV,Super Strength
2215,Groot,Durability
2216,Groot,Longevity
2217,Groot,Intelligence
2218,Groot,Super Strength
2219,Groot,Duplication
2220,Groot,Size Changing
2221,Groot,Stamina
2222,Groot,Invulnerability
2223,Groot,Fire Resistance
2224,Groot,Regeneration
2225,Groot,Plant Control
2226,Groot,Matter Absorption
2227,Groot,Resurrection
2228,Guy Gardner,Lantern Power Ring
2229,Guy Gardner,Durability
2230,Guy Gardner,Flight
2231,Guy Gardner,Marksmanship
2232,Guy Gardner,Super Strength
2233,Guy Gardner,Energy Blasts
2234,Guy Gardner,Stamina
2235,Guy Gardner,Super Speed
2236,Guy Gardner,Energy Beams
2237,Guy Gardner,Reflexes
2238,Guy Gardner,Energy Constructs
2239,Guy Gardner,Force Fields
2240,Hal Jordan,Agility
2241,Hal Jordan,Lantern Power Ring
2242,Hal Jordan,Flight
2243,Hal Jordan,Marksmanship
2244,Hal Jordan,Weapons Master
2245,Hal Jordan,Super Strength
2246,Hal Jordan,Energy Armor
2247,Hal Jordan,Energy Blasts
2248,Hal Jordan,Stamina
2249,Hal Jordan,Super Speed
2250,Hal Jordan,Weapon-based Powers
2251,Hal Jordan,Energy Beams
2252,Hal Jordan,Reflexes
2253,Hal Jordan,Energy Constructs
2254,Hal Jordan,Force Fields
2255,Han Solo,Agility
2256,Han Solo,Stealth
2257,Han Solo,Marksmanship
2258,Han Solo,Weapons Master
2259,Han Solo,Stamina
2260,Hancock,Agility
2261,Hancock,Accelerated Healing
2262,Hancock,Durability
2263,Hancock,Flight
2264,Hancock,Super Strength
2265,Hancock,Stamina
2266,Hancock,Super Speed
2267,Hancock,Immortality
2268,Hancock,Reflexes
2269,Hancock,Invulnerability
2270,Hancock,Toxin and Disease Resistance
2271,Harley Quinn,Agility
2272,Harley Quinn,Accelerated Healing
2273,Harley Quinn,Stealth
2274,Harley Quinn,Marksmanship
2275,Harley Quinn,Intelligence
2276,Harley Quinn,Super Strength
2277,Harley Quinn,Stamina
2278,Harley Quinn,Peak Human Condition
2279,Harley Quinn,Reflexes
2280,Harley Quinn,Toxin and Disease Resistance
2281,Harry Potter,Agility
2282,Harry Potter,Accelerated Healing
2283,Harry Potter,Stealth
2284,Harry Potter,Intelligence
2285,Harry Potter,Telepathy
2286,Harry Potter,Energy Blasts
2287,Harry Potter,Stamina
2288,Harry Potter,Teleportation
2289,Harry Potter,Telekinesis
2290,Harry Potter,Magic
2291,Harry Potter,Shapeshifting
2292,Harry Potter,Energy Constructs
2293,Harry Potter,Force Fields
2294,Harry Potter,Hypnokinesis
2295,Harry Potter,Animal Control
2296,Harry Potter,Illusions
2297,Harry Potter,Invisibility
2298,Harry Potter,Reality Warping
2299,Havok,Energy Absorption
2300,Havok,Flight
2301,Havok,Energy Blasts
2302,Havok,Power Suit
2303,Havok,Heat Resistance
2304,Havok,Radiation Immunity
2305,Hawk,Accelerated Healing
2306,Hawk,Flight
2307,Hawk,Super Strength
2308,Hawk,Stamina
2309,Hawk,Super Speed
2310,Hawk,Invulnerability
2311,Hawk,Natural Weapons
2312,Hawkeye,Agility
2313,Hawkeye,Stealth
2314,Hawkeye,Marksmanship
2315,Hawkeye,Weapons Master
2316,Hawkeye,Stamina
2317,Hawkeye,Peak Human Condition
2318,Hawkeye II,Weapons Master
2319,Hawkeye II,Stamina
2320,Hawkeye II,Enhanced Memory
2321,Hawkeye II,Photographic Reflexes
2322,Hawkgirl,Accelerated Healing
2323,Hawkgirl,Cold Resistance
2324,Hawkgirl,Durability
2325,Hawkgirl,Flight
2326,Hawkgirl,Super Strength
2327,Hawkgirl,Immortality
2328,Hawkgirl,Reflexes
2329,Hawkgirl,Vision - Telescopic
2330,Hawkman,Animal Oriented Powers
2331,Heat Wave,Weapon-based Powers
2332,Hela,Agility
2333,Hela,Accelerated Healing
2334,Hela,Durability
2335,Hela,Longevity
2336,Hela,Super Strength
2337,Hela,Stamina
2338,Hela,Super Speed
2339,Hela,Death Touch
2340,Hela,Teleportation
2341,Hela,Magic
2342,Hela,Astral Projection
2343,Hela,Invulnerability
2344,Hela,Enhanced Hearing
2345,Hela,Enhanced Sight
2346,Hela,Illusions
2347,Hela,Omnilingualism
2348,Hellboy,Accelerated Healing
2349,Hellboy,Durability
2350,Hellboy,Weapons Master
2351,Hellboy,Longevity
2352,Hellboy,Super Strength
2353,Hellboy,Stamina
2354,Hellboy,Enhanced Senses
2355,Hellboy,Magic
2356,Hellboy,Invulnerability
2357,Hellboy,Fire Resistance
2358,Hellboy,Enhanced Sight
2359,Hellboy,Heat Resistance
2360,Hellboy,Grim Reaping
2361,Hellcat,Agility
2362,Hellcat,Danger Sense
2363,Hellcat,Intelligence
2364,Hellcat,Super Strength
2365,Hellcat,Peak Human Condition
2366,Hellcat,Natural Weapons
2367,Hellcat,Magic Resistance
2368,Hellstorm,Accelerated Healing
2369,Hellstorm,Flight
2370,Hellstorm,Energy Blasts
2371,Hellstorm,Teleportation
2372,Hellstorm,Magic
2373,Hellstorm,Fire Control
2374,Hellstorm,Time Travel
2375,Hercules,Accelerated Healing
2376,Hercules,Durability
2377,Hercules,Longevity
2378,Hercules,Super Strength
2379,Hercules,Stamina
2380,Hercules,Super Speed
2381,Hercules,Immortality
2382,Hercules,Invulnerability
2383,Hiro Nakamura,Teleportation
2384,Hiro Nakamura,Time Travel
2385,Hit-Girl,Agility
2386,Hit-Girl,Stealth
2387,Hit-Girl,Intelligence
2388,Hit-Girl,Stamina
2389,Hit-Girl,Weapon-based Powers
2390,Hit-Girl,Reflexes
2391,Hobgoblin,Super Strength
2392,Hobgoblin,Stamina
2393,Hobgoblin,Super Speed
2394,Hobgoblin,Reflexes
2395,Hollow,Durability
2396,Hollow,Natural Weapons
2397,Hollow,Telepathy Resistance
2398,Hope Summers,Energy Absorption
2399,Hope Summers,Telepathy
2400,Hope Summers,Energy Blasts
2401,Hope Summers,Telekinesis
2402,Hope Summers,Power Absorption
2403,Hope Summers,Natural Armor
2404,Hope Summers,Vision - Heat
2405,Hulk,Agility
2406,Hulk,Accelerated Healing
2407,Hulk,Cold Resistance
2408,Hulk,Durability
2409,Hulk,Longevity
2410,Hulk,Super Strength
2411,Hulk,Stamina
2412,Hulk,Super Speed
2413,Hulk,Jump
2414,Hulk,Reflexes
2415,Hulk,Invulnerability
2416,Hulk,Self-Sustenance
2417,Hulk,Heat Resistance
2418,Hulk,Radiation Immunity
2419,Hulk,Toxin and Disease Resistance
2420,Hulk,Mind Control Resistance
2421,Hulk,Radiation Absorption
2422,Hulk,Super Breath
2423,Human Torch,Agility
2424,Human Torch,Energy Absorption
2425,Human Torch,Flight
2426,Human Torch,Marksmanship
2427,Human Torch,Energy Blasts
2428,Human Torch,Super Speed
2429,Human Torch,Fire Control
2430,Human Torch,Fire Resistance
2431,Human Torch,Heat Generation
2432,Human Torch,Heat Resistance
2433,Human Torch,Super Breath
2434,Huntress,Marksmanship
2435,Huntress,Peak Human Condition
2436,Husk,Durability
2437,Husk,Super Strength
2438,Husk,Density Control
2439,Husk,Super Speed
2440,Husk,Shapeshifting
2441,Husk,Molecular Manipulation
2442,Hybrid,Agility
2443,Hybrid,Accelerated Healing
2444,Hybrid,Durability
2445,Hybrid,Stealth
2446,Hybrid,Flight
2447,Hybrid,Danger Sense
2448,Hybrid,Marksmanship
2449,Hybrid,Super Strength
2450,Hybrid,Stamina
2451,Hybrid,Super Speed
2452,Hybrid,Jump
2453,Hybrid,Shapeshifting
2454,Hybrid,Camouflage
2455,Hybrid,Reflexes
2456,Hybrid,Substance Secretion
2457,Hybrid,Natural Armor
2458,Hybrid,Gliding
2459,Hybrid,Natural Weapons
2460,Hybrid,Wallcrawling
2461,Hybrid,Matter Absorption
2462,Hybrid,Web Creation
2463,Hybrid,Symbiote Costume
2464,Hydro-Man,Underwater breathing
2465,Hydro-Man,Size Changing
2466,Hydro-Man,Shapeshifting
2467,Hydro-Man,Invulnerability
2468,Hydro-Man,Psionic Powers
2469,Hydro-Man,Natural Weapons
2470,Hydro-Man,Water Control
2471,Hyperion,Agility
2472,Hyperion,Durability
2473,Hyperion,Flight
2474,Hyperion,Longevity
2475,Hyperion,Intelligence
2476,Hyperion,Super Strength
2477,Hyperion,Stamina
2478,Hyperion,Super Speed
2479,Hyperion,Enhanced Senses
2480,Hyperion,Energy Beams
2481,Hyperion,Invulnerability
2482,Hyperion,Enhanced Hearing
2483,Hyperion,Enhanced Sight
2484,Hyperion,Vision - Microscopic
2485,Hyperion,Super Breath
2486,Hyperion,Vision - Infrared
2487,Hyperion,Vision - Heat
2488,Hyperion,Vision - X-Ray
2489,Iceman,Agility
2490,Iceman,Accelerated Healing
2491,Iceman,Cold Resistance
2492,Iceman,Durability
2493,Iceman,Marksmanship
2494,Iceman,Super Strength
2495,Iceman,Cryokinesis
2496,Iceman,Energy Blasts
2497,Iceman,Duplication
2498,Iceman,Size Changing
2499,Iceman,Stamina
2500,Iceman,Invulnerability
2501,Iceman,Elemental Transmogrification
2502,Iceman,Heat Generation
2503,Iceman,Water Control
2504,Iceman,Vision - Thermal
2505,Impulse,Accelerated Healing
2506,Impulse,Flight
2507,Impulse,Longevity
2508,Impulse,Stamina
2509,Impulse,Super Speed
2510,Impulse,Enhanced Senses
2511,Impulse,Phasing
2512,Impulse,Enhanced Memory
2513,Impulse,Energy Constructs
2514,Impulse,Enhanced Hearing
2515,Impulse,Enhanced Smell
2516,Impulse,Enhanced Touch
2517,Indiana Jones,Intelligence
2518,Indiana Jones,Stamina
2519,Indiana Jones,Reflexes
2520,Indigo,Lantern Power Ring
2521,Indigo,Flight
2522,Indigo,Intelligence
2523,Indigo,Teleportation
2524,Indigo,Energy Constructs
2525,Indigo,Force Fields
2526,Ink,Accelerated Healing
2527,Ink,Flight
2528,Ink,Super Strength
2529,Ink,Telepathy
2530,Ink,Toxin and Disease Control
2531,Ink,Molecular Combustion
2532,Ink,Vitakinesis
2533,Invisible Woman,Stealth
2534,Invisible Woman,Intelligence
2535,Invisible Woman,Energy Constructs
2536,Invisible Woman,Force Fields
2537,Invisible Woman,Psionic Powers
2538,Invisible Woman,Levitation
2539,Invisible Woman,Invisibility
2540,Iron Fist,Agility
2541,Iron Fist,Accelerated Healing
2542,Iron Fist,Cold Resistance
2543,Iron Fist,Durability
2544,Iron Fist,Energy Absorption
2545,Iron Fist,Danger Sense
2546,Iron Fist,Weapons Master
2547,Iron Fist,Longevity
2548,Iron Fist,Super Strength
2549,Iron Fist,Energy Blasts
2550,Iron Fist,Stamina
2551,Iron Fist,Super Speed
2552,Iron Fist,Enhanced Senses
2553,Iron Fist,Peak Human Condition
2554,Iron Fist,Reflexes
2555,Iron Fist,Empathy
2556,Iron Fist,Psionic Powers
2557,Iron Fist,Heat Resistance
2558,Iron Fist,Illusions
2559,Iron Fist,Toxin and Disease Resistance
2560,Iron Fist,Magic Resistance
2561,Iron Man,Accelerated Healing
2562,Iron Man,Durability
2563,Iron Man,Energy Absorption
2564,Iron Man,Flight
2565,Iron Man,Underwater breathing
2566,Iron Man,Marksmanship
2567,Iron Man,Super Strength
2568,Iron Man,Energy Blasts
2569,Iron Man,Stamina
2570,Iron Man,Super Speed
2571,Iron Man,Weapon-based Powers
2572,Iron Man,Energy Beams
2573,Iron Man,Reflexes
2574,Iron Man,Force Fields
2575,Iron Man,Power Suit
2576,Iron Man,Radiation Immunity
2577,Iron Man,Vision - Telescopic
2578,Iron Man,Magnetism
2579,Iron Man,Invisibility
2580,Iron Man,Vision - Night
2581,Iron Man,Vision - Thermal
2582,Iron Monger,Durability
2583,Iron Monger,Flight
2584,Iron Monger,Intelligence
2585,Iron Monger,Super Strength
2586,Iron Monger,Energy Beams
2587,Isis,Accelerated Healing
2588,Isis,Durability
2589,Isis,Flight
2590,Isis,Intelligence
2591,Isis,Super Strength
2592,Isis,Stamina
2593,Isis,Super Speed
2594,Isis,Telekinesis
2595,Isis,Element Control
2596,Isis,Plant Control
2597,JJ Powell,Intelligence
2598,Jack of Hearts,Accelerated Healing
2599,Jack of Hearts,Cold Resistance
2600,Jack of Hearts,Durability
2601,Jack of Hearts,Flight
2602,Jack of Hearts,Intelligence
2603,Jack of Hearts,Super Strength
2604,Jack of Hearts,Energy Blasts
2605,Jack of Hearts,Stamina
2606,Jack of Hearts,Super Speed
2607,Jack of Hearts,Heat Resistance
2608,Jack-Jack,Agility
2609,Jack-Jack,Flight
2610,Jack-Jack,Super Strength
2611,Jack-Jack,Density Control
2612,Jack-Jack,Super Speed
2613,Jack-Jack,Teleportation
2614,Jack-Jack,Enhanced Senses
2615,Jack-Jack,Telekinesis
2616,Jack-Jack,Shapeshifting
2617,Jack-Jack,Phasing
2618,Jack-Jack,Invulnerability
2619,Jack-Jack,Substance Secretion
2620,Jack-Jack,Intangibility
2621,Jack-Jack,Molecular Manipulation
2622,Jack-Jack,Heat Generation
2623,Jack-Jack,Levitation
2624,Jack-Jack,Vision - Heat
2625,Jack-Jack,Vision - X-Ray
2626,James Bond,Durability
2627,James Bond,Stealth
2628,James Bond,Marksmanship
2629,James Bond,Weapons Master
2630,James Bond,Intelligence
2631,James Bond,Stamina
2632,James Bond,Reflexes
2633,James T. Kirk,Stealth
2634,James T. Kirk,Marksmanship
2635,James T. Kirk,Weapons Master
2636,James T. Kirk,Intelligence
2637,James T. Kirk,Stamina
2638,Jar Jar Binks,Agility
2639,Jar Jar Binks,Stealth
2640,Jar Jar Binks,Enhanced Smell
2641,Jar Jar Binks,Sub-Mariner
2642,Jason Bourne,Agility
2643,Jason Bourne,Durability
2644,Jason Bourne,Stealth
2645,Jason Bourne,Marksmanship
2646,Jason Bourne,Weapons Master
2647,Jason Bourne,Intelligence
2648,Jason Bourne,Stamina
2649,Jason Bourne,Reflexes
2650,Jean Grey,Energy Absorption
2651,Jean Grey,Telepathy
2652,Jean Grey,Telekinesis
2653,Jean Grey,Astral Projection
2654,Jean Grey,Force Fields
2655,Jean Grey,Psionic Powers
2656,Jean Grey,Mind Control
2657,Jean Grey,Mind Blast
2658,Jean Grey,Levitation
2659,Jean Grey,Energy Manipulation
2660,Jean Grey,Illusions
2661,Jean Grey,Telepathy Resistance
2662,Jennifer Kale,Magic
2663,Jennifer Kale,Force Fields
2664,Jennifer Kale,Portal Creation
2665,Jessica Cruz,Agility
2666,Jessica Cruz,Lantern Power Ring
2667,Jessica Cruz,Flight
2668,Jessica Cruz,Marksmanship
2669,Jessica Cruz,Super Strength
2670,Jessica Cruz,Energy Armor
2671,Jessica Cruz,Energy Blasts
2672,Jessica Cruz,Stamina
2673,Jessica Cruz,Super Speed
2674,Jessica Cruz,Energy Beams
2675,Jessica Cruz,Reflexes
2676,Jessica Cruz,Energy Constructs
2677,Jessica Cruz,Force Fields
2678,Jessica Jones,Durability
2679,Jessica Jones,Flight
2680,Jessica Jones,Super Strength
